,강남구,보증금,월세
5968,강남구 역삼동,5000,500
5969,강남구 역삼동,2000,160
5970,강남구 역삼동,4000,300
5971,강남구 역삼동,10000,590
5972,강남구 역삼동,10000,700
5973,강남구 역삼동,2000,250
5974,강남구 역삼동,5000,350
5975,강남구 역삼동,5000,470
5976,강남구 역삼동,20000,1050
5977,강남구 역삼동,15000,1100
5978,강남구 역삼동,10000,900
5979,강남구 역삼동,60000,2800
5980,강남구 역삼동,12000,800
5981,강남구 역삼동,130000,5000
5982,강남구 역삼동,7000,450
5983,강남구 역삼동,3000,300
5984,강남구 역삼동,16230,974
5985,강남구 역삼동,8000,800
5986,강남구 역삼동,3000,170
5987,강남구 역삼동,5000,330
5988,강남구 역삼동,10000,600
5989,강남구 역삼동,2000,200
5990,강남구 역삼동,7000,650
5991,강남구 역삼동,100000,8000
5992,강남구 역삼동,3000,200
5993,강남구 역삼동,5000,330
5994,강남구 역삼동,10000,850
5995,강남구 역삼동,3000,250
5996,강남구 역삼동,20000,900
5997,강남구 역삼동,4000,170
5998,강남구 역삼동,3000,270
5999,강남구 역삼동,10000,590
6000,강남구 역삼동,5000,300
6001,강남구 역삼동,25000,1500
6002,강남구 역삼동,4500,252
6003,강남구 역삼동,20000,2000
6004,강남구 역삼동,20000,1750
6005,강남구 역삼동,30000,1200
6006,강남구 역삼동,1000,130
6007,강남구 역삼동,1000,140
6008,강남구 역삼동,3000,250
6009,강남구 역삼동,10000,730
6010,강남구 역삼동,2000,250
6011,강남구 역삼동,3000,290
6012,강남구 역삼동,8000,450
6013,강남구 역삼동,8000,870
6014,강남구 역삼동,10000,900
6015,강남구 역삼동,5000,400
6016,강남구 역삼동,1000,100
6017,강남구 역삼동,10000,600
6018,강남구 역삼동,5000,450
6019,강남구 역삼동,45000,2000
6020,강남구 역삼동,1500,130
6021,강남구 역삼동,10000,690
6022,강남구 역삼동,70000,4500
6023,강남구 역삼동,10000,700
6024,강남구 역삼동,4500,252
6025,강남구 역삼동,35000,3000
6026,강남구 역삼동,2000,200
6027,강남구 역삼동,13000,830
6028,강남구 역삼동,2500,165
6029,강남구 역삼동,10000,450
6030,강남구 역삼동,3000,320
6031,강남구 역삼동,50000,5000
6032,강남구 역삼동,50000,3500
6033,강남구 역삼동,2500,120
6034,강남구 역삼동,4000,330
6035,강남구 역삼동,50000,5000
6036,강남구 역삼동,2000,230
6037,강남구 역삼동,10000,550
6038,강남구 역삼동,5000,450
6039,강남구 역삼동,5000,400
6040,강남구 역삼동,3000,350
6041,강남구 역삼동,3000,350
6042,강남구 역삼동,3000,350
6043,강남구 역삼동,12000,800
6044,강남구 역삼동,4000,360
6045,강남구 역삼동,3000,190
6046,강남구 역삼동,10000,590
6047,강남구 역삼동,5000,270
6048,강남구 역삼동,20000,1500
6049,강남구 역삼동,15000,750
6050,강남구 역삼동,3000,300
6051,강남구 역삼동,2000,200
6052,강남구 역삼동,2000,210
6053,강남구 역삼동,6000,350
6054,강남구 역삼동,100000,8000
6055,강남구 역삼동,8000,620
6056,강남구 역삼동,3000,180
6057,강남구 역삼동,5000,300
6058,강남구 역삼동,4500,440
6059,강남구 역삼동,60000,3972
6060,강남구 역삼동,2000,150
6061,강남구 역삼동,5000,352
6062,강남구 역삼동,12000,620
6063,강남구 역삼동,6000,250
6064,강남구 역삼동,5000,260
6065,강남구 역삼동,3000,250
6066,강남구 역삼동,10000,750
6067,강남구 역삼동,3000,200
6068,강남구 역삼동,20000,1100
6069,강남구 역삼동,5000,352
6070,강남구 역삼동,1000,120
6071,강남구 역삼동,10000,600
6072,강남구 역삼동,3000,270
6073,강남구 역삼동,35000,3000
6074,강남구 역삼동,10000,800
6075,강남구 역삼동,10000,500
6076,강남구 역삼동,30000,2000
6077,강남구 역삼동,10000,498
6078,강남구 역삼동,20000,1400
6079,강남구 역삼동,17000,1307
6080,강남구 역삼동,2500,120
6081,강남구 역삼동,50000,5000
6082,강남구 역삼동,2100,168
6083,강남구 역삼동,1000,230
6084,강남구 역삼동,8000,550
6085,강남구 역삼동,2000,110
6086,강남구 역삼동,50000,5000
6087,강남구 역삼동,1000,110
6088,강남구 역삼동,10000,700
6089,강남구 역삼동,50000,5000
6090,강남구 역삼동,5000,300
6091,강남구 역삼동,5000,352
6092,강남구 역삼동,50000,5000
6093,강남구 역삼동,2000,200
6094,강남구 역삼동,50000,5000
6095,강남구 역삼동,50000,5000
6096,강남구 역삼동,50000,5000
6097,강남구 역삼동,45000,2000
6098,강남구 역삼동,50000,5000
6099,강남구 역삼동,1500,130
6100,강남구 역삼동,3000,200
6101,강남구 역삼동,11000,780
6102,강남구 역삼동,1200,102
6103,강남구 역삼동,3000,290
6104,강남구 역삼동,7000,480
6105,강남구 역삼동,2000,200
6106,강남구 역삼동,3750,160
6107,강남구 역삼동,5000,450
6108,강남구 역삼동,10000,700
6109,강남구 역삼동,2000,200
6110,강남구 역삼동,2000,180
6111,강남구 역삼동,3500,310
6112,강남구 역삼동,3000,290
6113,강남구 역삼동,7000,450
6114,강남구 역삼동,10000,700
6115,강남구 역삼동,7000,600
6116,강남구 역삼동,13000,830
6117,강남구 역삼동,6000,450
6118,강남구 역삼동,8000,545
6119,강남구 역삼동,5000,303
6120,강남구 역삼동,10000,900
6121,강남구 역삼동,15000,750
6122,강남구 역삼동,10000,1090
6123,강남구 역삼동,2600,190
6124,강남구 역삼동,1500,175
6125,강남구 역삼동,10000,850
6126,강남구 역삼동,5000,450
6127,강남구 역삼동,3000,340
6128,강남구 역삼동,17000,1307
6129,강남구 역삼동,10000,490
6130,강남구 역삼동,4000,303
6131,강남구 역삼동,8000,700
6132,강남구 역삼동,5000,202
6133,강남구 역삼동,5500,450
6134,강남구 역삼동,10000,600
6135,강남구 역삼동,1200,102
6136,강남구 역삼동,6000,600
6137,강남구 역삼동,40000,4000
6138,강남구 역삼동,10000,500
6139,강남구 역삼동,15000,740
6140,강남구 역삼동,32000,2900
6141,강남구 역삼동,2000,200
6142,강남구 역삼동,3000,250
6143,강남구 역삼동,4000,360
6144,강남구 역삼동,10000,800
6145,강남구 역삼동,5000,450
6146,강남구 역삼동,2000,125
6147,강남구 역삼동,3000,230
6148,강남구 역삼동,16233,974
6149,강남구 역삼동,5000,580
6150,강남구 역삼동,10000,760
6151,강남구 역삼동,2000,200
6152,강남구 역삼동,60000,4500
6153,강남구 역삼동,5000,450
6154,강남구 역삼동,3000,230
6155,강남구 역삼동,5000,350
6156,강남구 역삼동,12000,600
6157,강남구 역삼동,2000,230
6158,강남구 역삼동,5000,500
6159,강남구 역삼동,5000,400
6160,강남구 역삼동,2000,120
6161,강남구 역삼동,7000,400
6162,강남구 역삼동,5000,450
6163,강남구 역삼동,3500,340
6164,강남구 역삼동,5000,450
6165,강남구 역삼동,7000,700
6166,강남구 역삼동,10000,850
6167,강남구 역삼동,2000,185
6168,강남구 역삼동,8000,630
6169,강남구 역삼동,15000,1300
6170,강남구 역삼동,12500,1250
6171,강남구 역삼동,5000,500
6172,강남구 역삼동,3000,200
6173,강남구 역삼동,5000,300
6174,강남구 역삼동,7000,600
6175,강남구 역삼동,10000,900
6176,강남구 역삼동,10000,850
6177,강남구 역삼동,11000,780
6178,강남구 역삼동,5000,360
6179,강남구 역삼동,12000,790
6180,강남구 역삼동,2500,120
6181,강남구 역삼동,6000,520
6182,강남구 역삼동,12000,700
6183,강남구 역삼동,1500,220
6184,강남구 역삼동,7000,185
6185,강남구 역삼동,5000,493
6186,강남구 역삼동,5000,580
6187,강남구 역삼동,7000,627
6188,강남구 역삼동,3000,200
6189,강남구 역삼동,6000,510
6190,강남구 역삼동,5000,352
6191,강남구 역삼동,5000,350
6192,강남구 역삼동,7000,650
6193,강남구 역삼동,3000,250
6194,강남구 역삼동,34000,3400
6195,강남구 역삼동,2000,185
6196,강남구 역삼동,3000,210
6197,강남구 역삼동,10000,700
6198,강남구 역삼동,12000,800
6199,강남구 역삼동,4000,170
6200,강남구 역삼동,3000,210
6201,강남구 역삼동,3000,270
6202,강남구 역삼동,10000,1000
6203,강남구 역삼동,20000,1500
6204,강남구 역삼동,15000,1000
6205,강남구 역삼동,15000,1200
6206,강남구 역삼동,60000,4000
6207,강남구 역삼동,2000,150
6208,강남구 역삼동,3000,230
6209,강남구 역삼동,5000,450
6210,강남구 역삼동,10000,670
6211,강남구 역삼동,18000,1300
6212,강남구 역삼동,5000,320
6213,강남구 역삼동,20000,1700
6214,강남구 역삼동,8000,545
6215,강남구 역삼동,30000,3300
6216,강남구 역삼동,20000,1700
6217,강남구 역삼동,12000,1100
6218,강남구 역삼동,11000,800
6219,강남구 역삼동,3000,250
6220,강남구 역삼동,1500,130
6221,강남구 역삼동,20000,1100
6222,강남구 역삼동,3000,190
6223,강남구 역삼동,13000,830
6224,강남구 역삼동,10000,440
6225,강남구 역삼동,8670,867
6226,강남구 역삼동,15000,1300
6227,강남구 역삼동,6500,250
6228,강남구 역삼동,17000,1307
6229,강남구 역삼동,58077,3457
6230,강남구 역삼동,7000,580
6231,강남구 역삼동,3000,240
6232,강남구 역삼동,5000,300
6233,강남구 역삼동,8000,420
6234,강남구 역삼동,70000,4500
6235,강남구 역삼동,4000,350
6236,강남구 역삼동,5000,353
6237,강남구 역삼동,2500,120
6238,강남구 역삼동,2000,150
6239,강남구 역삼동,1000,100
6240,강남구 역삼동,3000,380
6241,강남구 역삼동,5000,360
6242,강남구 역삼동,6000,500
6243,강남구 역삼동,15000,1470
6244,강남구 역삼동,8000,750
6245,강남구 역삼동,21000,1200
6246,강남구 역삼동,4000,280
6247,강남구 역삼동,5000,600
6248,강남구 역삼동,7000,700
6249,강남구 역삼동,1500,150
6250,강남구 역삼동,10000,850
6251,강남구 역삼동,10000,470
6252,강남구 역삼동,30000,2700
6253,강남구 역삼동,15000,583
6254,강남구 역삼동,8000,630
6255,강남구 역삼동,10000,900
6256,강남구 역삼동,5000,245
6257,강남구 역삼동,6000,600
6258,강남구 역삼동,6000,350
6259,강남구 역삼동,3000,260
6260,강남구 역삼동,5000,260
6261,강남구 역삼동,4500,220
6262,강남구 역삼동,5000,500
6263,강남구 역삼동,2500,190
6264,강남구 역삼동,5000,350
6265,강남구 역삼동,2000,150
6266,강남구 역삼동,10000,300
6267,강남구 역삼동,1700,150
6268,강남구 역삼동,3000,250
6269,강남구 역삼동,7000,600
6270,강남구 역삼동,8000,580
6271,강남구 역삼동,3000,200
6272,강남구 역삼동,3000,185
6273,강남구 역삼동,3000,180
6274,강남구 역삼동,1500,135
6275,강남구 역삼동,6000,320
6276,강남구 역삼동,5000,240
6277,강남구 역삼동,3000,350
6278,강남구 역삼동,2000,190
6279,강남구 역삼동,3000,270
6280,강남구 역삼동,6000,250
6281,강남구 역삼동,8000,590
6282,강남구 역삼동,2300,230
6283,강남구 역삼동,15000,950
6284,강남구 역삼동,5000,500
6285,강남구 역삼동,10000,900
6286,강남구 역삼동,5000,420
6287,강남구 역삼동,5000,450
6288,강남구 역삼동,15000,1300
6289,강남구 역삼동,12000,800
6290,강남구 역삼동,5000,420
6291,강남구 역삼동,5000,350
6292,강남구 역삼동,2000,230
6293,강남구 역삼동,5000,360
6294,강남구 역삼동,5000,580
6295,강남구 역삼동,2000,180
6296,강남구 역삼동,2000,150
6297,강남구 역삼동,10000,500
6298,강남구 역삼동,5000,400
6299,강남구 역삼동,6000,350
6300,강남구 역삼동,7000,700
6301,강남구 역삼동,3000,230
6302,강남구 역삼동,12000,1000
6303,강남구 역삼동,13000,830
6304,강남구 역삼동,32000,3200
6305,강남구 역삼동,30000,2000
6306,강남구 역삼동,5000,400
6307,강남구 역삼동,5000,350
6308,강남구 역삼동,8000,400
6309,강남구 역삼동,3000,150
6310,강남구 역삼동,3000,210
6311,강남구 역삼동,5000,420
6312,강남구 역삼동,12000,700
6313,강남구 역삼동,13000,830
6314,강남구 역삼동,5000,380
6315,강남구 역삼동,6000,400
6316,강남구 역삼동,5700,342
6317,강남구 역삼동,4000,350
6318,강남구 역삼동,10000,630
6319,강남구 역삼동,3000,280
6320,강남구 역삼동,10000,590
6321,강남구 역삼동,8000,430
6322,강남구 역삼동,45000,2000
6323,강남구 역삼동,5000,450
6324,강남구 역삼동,12000,1000
6325,강남구 역삼동,6000,410
6326,강남구 역삼동,14000,700
6327,강남구 역삼동,3000,120
6328,강남구 역삼동,3000,150
6329,강남구 역삼동,2000,150
6330,강남구 역삼동,20000,1400
6331,강남구 역삼동,1500,150
6332,강남구 역삼동,10000,850
6333,강남구 역삼동,3000,400
6334,강남구 역삼동,40000,2400
6335,강남구 역삼동,30000,3300
6336,강남구 역삼동,5000,352
6337,강남구 역삼동,8000,800
6338,강남구 역삼동,3000,260
6339,강남구 역삼동,5000,340
6340,강남구 역삼동,35360,3536
6341,강남구 역삼동,7000,185
6342,강남구 역삼동,30000,3800
6343,강남구 역삼동,20000,1700
6344,강남구 역삼동,2000,190
6345,강남구 역삼동,4000,180
6346,강남구 역삼동,2500,200
6347,강남구 역삼동,35000,2800
6348,강남구 역삼동,30000,1200
6349,강남구 역삼동,12500,1250
6350,강남구 역삼동,3000,150
6351,강남구 역삼동,1000,100
6352,강남구 역삼동,5000,270
6353,강남구 역삼동,15000,740
6354,강남구 역삼동,5000,450
6355,강남구 역삼동,8000,750
6356,강남구 역삼동,5000,450
6357,강남구 역삼동,10000,700
6358,강남구 역삼동,3000,175
6359,강남구 역삼동,1000,90
6360,강남구 역삼동,70000,4500
6361,강남구 역삼동,7000,300
6362,강남구 역삼동,10000,504
6363,강남구 역삼동,50000,5000
6364,강남구 역삼동,3000,253
6365,강남구 역삼동,10000,670
6366,강남구 역삼동,2000,185
6367,강남구 역삼동,2200,190
6368,강남구 역삼동,3000,231
6369,강남구 역삼동,3000,250
6370,강남구 역삼동,12687,1269
6371,강남구 역삼동,2000,180
6372,강남구 역삼동,12687,1269
6373,강남구 역삼동,12000,1000
6374,강남구 역삼동,2000,100
6375,강남구 역삼동,5000,250
6376,강남구 역삼동,2100,168
6377,강남구 역삼동,7000,580
6378,강남구 역삼동,10000,850
6379,강남구 역삼동,2500,120
6380,강남구 역삼동,2000,170
6381,강남구 역삼동,12687,1269
6382,강남구 역삼동,3000,260
6383,강남구 역삼동,8000,320
6384,강남구 역삼동,5000,400
6385,강남구 역삼동,10000,800
6386,강남구 역삼동,4000,230
6387,강남구 역삼동,5000,400
6388,강남구 역삼동,20000,1100
6389,강남구 역삼동,13000,830
6390,강남구 역삼동,30000,3300
6391,강남구 역삼동,2000,210
6392,강남구 역삼동,2000,180
6393,강남구 역삼동,6000,800
6394,강남구 역삼동,45000,2000
6395,강남구 역삼동,15000,780
6396,강남구 역삼동,10000,700
6397,강남구 역삼동,12000,850
6398,강남구 역삼동,20000,700
6399,강남구 역삼동,10000,650
6400,강남구 역삼동,41586,4158
6401,강남구 역삼동,3500,245
6402,강남구 역삼동,40000,2700
6403,강남구 역삼동,4000,250
6404,강남구 역삼동,4500,450
6405,강남구 역삼동,5000,290
6406,강남구 역삼동,4000,170
6407,강남구 역삼동,40000,5000
6408,강남구 역삼동,30000,3300
6409,강남구 역삼동,3000,300
6410,강남구 역삼동,5000,450
6411,강남구 역삼동,20000,2000
6412,강남구 역삼동,5000,170
6413,강남구 역삼동,3000,160
6414,강남구 역삼동,6000,600
6415,강남구 역삼동,10000,1000
6416,강남구 역삼동,50000,5000
6417,강남구 역삼동,2000,185
6418,강남구 역삼동,20000,1300
6419,강남구 역삼동,4000,250
